benchTurns,avgConsumptionRT,sdConsumptionRT,avgRealTime,sdRealTime,avgConsumptionCPU,sdConsumptionCPU,avgCpuTime,sdCpuTime

Mon Feb  1 13:31:56 2021 /AI-venv/bin/python3.7 CNN.py dataSet/dog_cat sortieIA_40_32_2 40 32 2
5,111843.510981,340.190724,1817.999072,45.913537,125231.030188,14288.015935,9995.735910,38.624842
